Country,year,Country_code,CAB,Infl,EXDEBT,rgdpe,pop,Gshare,GDPRank,advecon,Banking,Currency,Debt,Region,AmountAgreedPercentGDP,WGI,conditions,DPWT,LGrowth1,LGrowth2,LGrowth3,LGrowth4,LGrowth5,FGrowth1,FGrowth2,FGrowth3,FGrowth4,FGrowth5,FGrowth6,FGrowth7,IMF
Dominican Republic,1990,DOM,-3.95268341371983,50.4624792378524,66.35177327487625,32279.195,7.1836472,.09829583,.41991922,0,0,1,0,Island,.55151552,-.48796615,42,-5.001895,4.4005351,2.1559615,10.117365,3.5220015,-2.1225438,.7670179,10.513099,7.2227044,2.3031838,5.4937677,7.1313019,8.0042782,1
Dominican Republic,2003,DOM,4.787624674928217,27.4497127394394,35.9364873836831,68750.656,8.9677601,.11070142,.54932821,0,1,1,1,Island,2.8331332,-.48796615,104,-.25340983,5.7881646,1.8092784,5.6566052,6.7152939,7.0106506,1.3120089,9.2627411,10.671164,8.474658,3.2094998,.94615841,8.3396463,1
Algeria,1988,DZA,-3.451807577701299,5.9115449637349,45.72842478290541,198114.8,24.591492,.2317974,.80525297,0,0,1,0,MidEast,.35873368,-.60164398,56,-1.0000036,-.69999474,.39999953,3.699995,5.5999951,5.4000034,4.3999953,.80000836,-1.2000008,1.7999997,-2.1000023,-.89999723,3.7999904,1
Algeria,1990,DZA,2.28907848785349,16.6525343885433,46.95832699310944,214609.23,25.912367,.19414885,.77397931,0,1,0,0,MidEast,.89782864,-.60164398,47,.80000836,4.3999953,-1.0000036,-.69999474,.39999953,3.699995,-1.2000008,1.7999997,-2.1000023,-.89999723,3.7999904,4.1000066,1.1000006,1
Algeria,1994,DZA,,29.0476561173071,74.10830594413801,196346.78,28.362253,.26090109,.63966674,0,0,1,0,MidEast,1.538631,-.60164398,94,-.89999723,-2.1000023,1.7999997,-1.2000008,.80000836,4.3999953,3.7999904,4.1000066,1.1000006,5.099998,3.2000055,3.8000023,2.9999921,1
Ecuador,1982,ECU,-5.930801225282753,16.2579695928846,41.24590925883307,58372.828,8.3929396,.24021198,.69003832,0,1,1,1,LatAm,.98159027,-.65306431,32,.61484468,5.6128664,3.708679,3.7340539,5.7068176,1.604843,-.33686629,2.6252694,3.9350016,3.4647853,-.2590985,5.8904672,1.0057734,1
Ecuador,2008,ECU,2.864851330044144,8.400095939874619,31.68583015072159,126965.18,14.447562,.10223357,.47141171,0,0,0,1,LatAm,,-.65306431,0,6.3571329,2.1900985,4.4034963,5.2913094,8.2110186,2.7228734,.56649232,3.5252957,7.8681412,5.6419563,4.9465189,3.788868,.098868966,0
"Egypt, Arab Rep.",1984,EGY,-5.553865915336017,17.0363663799608,100.8751932284309,84070.633,48.86895,.4112668,.17176193,0,0,0,1,MidEast,,-.49838865,0,10.199672,15.664017,9.9071684,3.7560797,9.950983,10.29182,6.751605,1.993476,7.8607969,5.300725,5.8158941,5.8157868,5.3413153,0
"Egypt, Arab Rep.",1990,EGY,5.414282881002088,16.7563747077691,78.84577276747889,115566.59,57.412216,.17506085,.1881118,0,0,1,0,MidEast,.85775191,-.49838865,76,5.8157868,5.8158941,5.300725,7.8607969,1.993476,6.751605,5.3413153,6.6634183,2.8828146,3.9480116,4.5576797,5.1176538,5.4911318,1
"Egypt, Arab Rep.",2016,EGY,-6.155658359415368,13.8096682847897,21.06006950365615,976004.44,95.688683,.19009632,.51107877,0,0,1,0,MidEast,3.5890441,-.49838865,,4.3466358,4.3720241,2.9159148,2.1842461,2.2262006,1.7645732,4.1812291,,,,,,,1
Eritrea,1993,ERI,22.91338567377681,,.511891359437587,,,,,0,1,0,0,Africa,,-1.2952589,0,,,,,,,,,,,,,,0
Spain,1977,ESP,-1.858748739622013,24.5380633969861,,510714.56,36.763531,.10638402,1.3480905,1,1,0,0,Europe,.11193085,1.2555561,,2.8385701,3.3037937,.54220825,5.6187797,7.7884693,8.149745,1.4630029,.041543107,2.2087321,-.13246886,1.2464638,1.7701135,1.7846891,1
Spain,1983,ESP,-1.767405673139172,12.1740835180134,,487294.16,38.514061,.14527676,1.2829734,1,0,1,0,Europe,,1.2555561,0,1.7701135,1.2464638,-.13246886,2.2087321,.041543107,1.4630029,1.7846891,2.3214307,3.2533236,5.5471268,5.0943255,4.8270288,3.7813942,0
Spain,2008,ESP,-9.32993767987216,4.07566076368221,,1606779,45.997807,.17630556,1.8738264,1,1,0,0,Europe,,1.2555561,0,1.1176865,3.7689929,4.1741195,3.7230101,3.1667449,3.1875653,-3.5737548,.014071658,-.99876934,-2.9277475,-1.7057035,1.3799902,3.6446824,0
Estonia,1992,EST,,,,13226.156,1.52081,.26375145,.82430768,1,1,1,0,Rich,,.97123945,68,-21.168652,-7.9998479,,,,,-5.7404966,-1.991794,4.2655592,5.323843,11.79862,4.1172605,-.85645574,1
Finland,1991,FIN,-5.323813451560508,4.31021289843461,,117148.23,5.019125,.18513691,2.2278407,1,1,0,0,Rich,,2.0719564,0,-5.9145212,.676597,5.0869513,5.210875,3.5592008,2.7262106,-3.3246837,-.7345022,3.9393332,4.2088876,3.6588259,6.2518082,5.4285192,0
Finland,1993,FIN,-1.271631283522087,2.19065319556431,,109815.22,5.0717888,.17398289,2.0532081,1,0,1,0,Rich,,2.0719564,0,-.7345022,-3.3246837,-5.9145212,.676597,5.0869513,5.210875,3.9393332,4.2088876,3.6588259,6.2518082,5.4285192,4.4441328,5.6348457,0
Fiji,1998,FJI,-3.615122938093482,5.71168160413118,8.766454107096697,4587.1436,.80031502,.24876538,.46933019,0,0,1,0,Island,,-.35626057,0,1.3000096,-2.2000017,4.8000026,2.499994,5.1000032,1.727645,8.7999973,-1.6999996,1.9999967,3.1999989,1.000003,5.3000002,.7000013,0
France,2008,FRA,-.9657211920077464,2.81286194914787,,2363140.8,64.409088,.19905786,1.9681253,1,1,0,0,Rich,,1.5049917,0,.2549518,2.4247327,2.4493232,1.6632245,2.8297541,.82316071,-2.8733182,1.9494365,2.1926994,.31314132,.57632548,.95617592,1.1129134,0
Gabon,1986,GAB,-31.06812590141742,6.2853551225645,61.56326801160973,6996.4819,.85302699,.2051924,.86099476,0,0,0,1,Africa,3.4014571,-.70092827,68,-.80359107,-2.3329511,7.5088892,5.6082473,-3.0975099,5.0953131,-17.146059,12.845381,8.54531,5.1922312,6.1124992,-3.0901346,2.3872435,1
Gabon,1994,GAB,7.572753786452504,36.1162456962985,113.0088981385676,9145.123,1.058663,.11844761,.79818308,0,0,1,0,Africa,1.3186829,-.70092827,64,5.47791,2.3872435,-3.0901346,6.1124992,5.1922312,8.54531,4.9736295,3.6252642,5.7383699,2.9575863,-10.617883,-1.3158726,2.3534722,1
United Kingdom,2007,GBR,-3.591130355925932,2.38656150773328,,2328242,61.414661,.17609158,2.1092353,1,1,0,0,Europe,,1.6672132,0,2.5454955,2.5480847,3.1487203,2.3477905,3.3394542,2.4997325,-.34585953,-4.2466063,1.7112104,1.6447685,1.4470652,2.0463543,2.9475625,0
Georgia,1991,GEO,,,,49407.328,5.3706489,.64254814,.87809402,0,1,0,0,MidEast,,.054026682,,-21.333332,,,,,,-44.502621,-29.29067,-10.381141,2.577558,11.286083,10.518994,3.1049693,0
Ghana,1978,GHA,-1.254351523102346,73.09166666734301,34.99208184566815,37859.055,10.354499,.11419968,.35836199,0,0,1,0,Africa,1.7032931,-.090057597,,8.4759455,2.274106,-3.5301902,-12.431625,6.85252,5.5448785,-2.5131798,.46080422,-3.4943504,-6.9217825,-4.5656524,8.6475639,5.0799842,1
Ghana,1982,GHA,-2.658076598657663,22.2955664080893,36.87071331451536,28523.471,11.488106,.14461975,.2463375,0,1,0,0,Africa,6.2839198,-.090057597,28,-6.9217825,-3.4943504,.46080422,-2.5131798,8.4759455,2.274106,-4.5656524,8.6475639,5.0799842,5.2126594,4.7948937,5.6281695,5.0858707,1
Ghana,2009,GHA,-7.303012543011037,19.2507144305153,25.51062604934615,87039.617,23.903831,.099539556,.20896952,0,0,1,0,Africa,2.298351,-.090057597,97,4.8441586,9.1505232,4.3458748,4.5518808,6.1957593,5.3529973,7.9020414,14.045063,9.2919998,7.3134241,2.8974438,2.1782017,3.4477918,1
Ghana,2014,GHA,-6.892719553001959,15.4896160333319,34.39649422689325,137290.19,26.962563,.15562154,.25439057,0,0,1,0,Africa,1.8895012,-.090057597,,2.8974438,7.3134241,9.2919998,14.045063,7.9020414,4.8441586,2.1782017,3.4477918,8.1434441,,,,,1
Guinea,1982,GIN,,,,14594.862,4.6906052,.079098925,.30870789,0,0,1,0,Africa,,-1.0557132,24,1.7999997,.60974205,2.6013887,-1.2078662,6.7962661,-3.3530693,1.3000133,1.4000098,4.9999328,3.1140409,3.299931,6.3081226,4.0034761,1
Guinea,1985,GIN,,,,15773.542,5.0847669,.077510707,.31495968,0,1,0,1,Africa,1.6475244,-1.0557132,60,4.9999328,1.4000098,1.3000133,1.7999997,.60974205,2.6013887,3.1140409,3.299931,6.3081226,4.0034761,4.3240571,2.4965472,3.2724986,1
Guinea,1993,GIN,-1.731897023597695,,89.13594727685555,20051.336,7.1632361,.096232869,.26543954,0,1,0,0,Africa,,-1.0557132,48,5.0484948,3.2724986,2.4965472,4.3240571,4.0034761,6.3081226,4.0006633,4.6800489,5.1568604,5.1812663,4.5851164,4.5104713,2.8848727,0
"Gambia, The",1985,GMB,3.405776657632381,18.319884874273,97.65003203431246,2086.7615,.73209602,.10379834,.28940201,0,0,1,0,Africa,10.103979,-.63786787,28,3.3914356,2.8291202,-3.5098681,7.0289674,18.042015,.24184848,2.1425245,3.0707841,5.0888481,3.5837953,3.592752,2.8792274,3.5125451,1
Guinea-Bissau,1980,GNB,,,131.0935194686506,1203.7789,.80085403,.80422539,.13499008,0,0,1,0,Africa,,-1.294047,0,-15.952644,1.9941353,13.126049,-7.1700749,4.9434586,7.8455806,-.49751285,4.1999941,-3.3999991,5.499999,4.3000045,-.99999815,5.6415281,0
Guinea-Bissau,1994,GNB,-19.49749236839405,15.1763474313441,383.4858035139609,1621.9519,1.113541,.15226685,.1345868,0,0,1,0,Africa,6.2719479,-1.294047,36,2.9627635,2.276006,3.0953462,3.0001953,3.2994189,4.4997821,4.015728,3.7466071,5.9938006,-16.90934,13.228255,-.18932508,2.0165107,1
Guinea-Bissau,2014,GNB,.5989760433109826,-1.50924460570504,24.87831428045268,2342.7913,1.725744,.27025968,.067823447,0,1,0,0,Africa,3.0337496,-1.294047,,.96452516,3.2560675,-1.7128776,8.0850229,4.6108103,3.3688936,6.1340156,6.2630296,5.9190049,,,,,1
Equatorial Guinea,1980,GNQ,,,,445.47549,.25532499,.47777367,.15668917,0,0,1,0,Africa,14.135088,-1.4751698,2,4.8402367,-4.9927411,-5.0055847,7.3175869,.28987712,6.5782566,5.7694221,2.2016695,5.0043907,1.0113815,12.905185,-2.3305635,4.436739,1
Greece,1983,GRC,-3.799398809342383,20.1794832542286,,130629.36,9.8671608,.16739549,1.3424383,1,0,1,0,Rich,,.55637157,0,-1.0786226,-1.1326445,-1.5537243,.67713511,3.2820735,7.24687,2.0105772,2.5095556,.51766479,-2.2588658,4.2878637,3.7999992,0,0
Greece,2012,GRC,-2.512345956149336,1.50152796054581,,274647.91,11.378257,.22862868,1.2260631,1,0,0,1,Rich,14.829468,.55637157,99,-7.3004899,-9.1325006,-5.4786267,-4.3007364,-.3351728,3.2737408,-3.2414289,.73978055,-.43783173,-.19095428,1.5051016,,,1
Guyana,1982,GUY,-29.31832133930851,,239.3940762723296,,,,,0,0,0,1,LatAm,,-.21034434,18,,,,,,,,,,,,,,0
Guyana,1987,GUY,,,672.7952725692061,,,,,0,0,1,0,LatAm,,-.21034434,0,,,,,,,,,,,,,,0
Guyana,1993,GUY,-30.87966815506393,,542.6609728999833,,,,,0,1,0,0,LatAm,14.230311,-.21034434,52,,,,,,,,,,,,,,1
Honduras,1981,HND,-7.485357782254922,9.405691261424989,46.51187967173011,10328.83,3.792938,.15484345,.25304228,0,0,0,1,LatAm,1.9795254,-.64603192,16,2.53321,.66848153,4.664412,10.005708,10.383893,10.50069,-1.3912246,-.92434967,4.3456931,4.1882286,.72267765,6.0313907,4.6098614,1
Honduras,1990,HND,-1.044076788032553,23.3225664366467,82.13771240713071,13807.877,4.955328,.10694394,.26040095,0,0,1,0,LatAm,.84056097,-.64603192,48,.096884273,4.3258429,4.6098614,6.0313907,.72267765,4.1882286,3.252032,5.6242948,6.2300363,-1.3032577,4.0799012,3.5784042,4.9937148,1
Haiti,1992,HTI,.3216485890993429,19.358494654122,37.04146264564118,8553.8945,7.3869748,.018407453,.10975591,0,0,1,0,Island,,-1.5824107,0,-5.3109999,1.8821836,1.0381221,-2.9134281,3.1520753,-.74876821,-5.4309392,-11.943676,9.8917227,4.142839,2.7047131,2.1818349,2.7102518,0
Haiti,1994,HTI,-1.079091454676304,39.3316195372752,35.00866329539058,7343.4355,7.674911,.022534911,.088409036,0,1,0,0,Island,1.0784553,-1.5824107,54,-11.943676,-5.4309392,-5.3109999,1.8821836,1.0381221,-2.9134281,9.8917227,4.142839,2.7047131,2.1818349,2.7102518,.86959815,-1.0427752,1
Haiti,2003,HTI,-1.512681397484928,28.6995777887374,46.35033020175678,14066.88,8.976552,.0081283562,.11228643,0,0,1,0,Island,,-1.5824107,0,.36243376,-.25383177,-1.0427752,.86959815,2.7102518,2.1818349,-3.5190148,1.7997884,2.2529933,3.3432806,.94018257,2.9878974,-5.5004797,0
Hungary,1991,HUN,1.16023492880977,34.8175429072704,,117523.48,10.363564,.27882993,1.0824103,0,1,0,0,Europe,4.3861499,.72839707,53,-11.892043,-3.4966567,.7364257,-.065265059,4.051229,1.5349541,-3.0641825,-.57610214,2.9471519,1.4895227,.014157609,3.3401597,4.2358499,1
Hungary,2008,HUN,-6.918494973479715,6.0425125388106,,217913.58,9.9912014,.27408889,1.1699759,0,1,0,0,Europe,10.538442,.72839707,39,.85132003,.42239904,3.8511717,4.3882203,5.0049157,3.8486178,-6.6009984,.65529746,1.6576558,-1.6314014,2.0936382,4.2246594,3.5364232,1
Indonesia,1979,IDN,,16.2327657550178,37.99388553333218,287180,144.64938,.13545868,.18350056,0,0,1,0,Asia,,-.27612796,,6.2506499,7.8457909,8.7665567,6.8798308,4.9800477,7.6410494,9.8770304,7.9326687,2.2397382,8.7750969,6.9747348,2.4627597,5.8755088,0
Indonesia,1997,IDN,-2.266059185213602,6.22614163387585,65.09727448946538,953941.94,203.69846,.1655976,.39045584,0,1,0,0,Asia,5.3180122,-.27612796,128,4.6996412,7.8180161,8.2201414,7.5399637,7.2536488,7.2204971,-13.126525,.79096192,4.9202342,3.6434715,4.4994707,4.7803683,5.0308814,1
India,1993,IND,-.6716179540959337,6.32689048779864,33.15743212981965,1304660.4,924.0578,.14490116,.13388439,0,1,0,0,Asia,,-.038406406,44,4.9549413,5.4204049,.42333105,5.6608915,6.5724549,9.9234791,7.4636307,7.6457534,7.394671,4.4781728,5.9873734,7.1286325,4.0304122,0
"Iran, Islamic Rep.",1985,IRN,-.2641749425628475,4.38934095741537,3.277118757368755,146319.89,47.342701,.18238062,.3137958,0,0,1,0,MidEast,,-.47676939,0,1.8676443,-7.1398487,11.086721,23.17124,-5.696785,-21.599648,-9.7849045,-.1721089,-6.0819926,6.1321158,13.59493,12.716143,3.2979882,0
"Iran, Islamic Rep.",1992,IRN,,25.8077226162332,,220228.66,58.260738,.16867989,.35828489,0,0,0,1,MidEast,,-.47676939,0,3.2979882,12.716143,13.59493,6.1321158,-6.0819926,-.1721089,-1.4710166,-1.6982825,2.4010408,8.1514254,2.0392618,1.9246929,3.1701815,0
"Iran, Islamic Rep.",2000,IRN,11.38863537241605,14.4767513188566,8.037871629246659,503590.5,66.131851,.22608322,.56920165,0,0,1,0,MidEast,,-.47676939,0,4.0868511,3.1701815,1.9246929,2.0392618,8.1514254,2.4010408,2.0095181,7.9968801,8.4056463,3.3574231,3.189821,4.9997859,8.1557827,0
"Iran, Islamic Rep.",2013,IRN,,39.2660234321157,1.486013273737465,1236038.3,77.435387,.20749336,.801305,0,0,1,0,MidEast,,-.47676939,0,-.19407588,-7.4445529,2.6457176,5.7979369,1.0073872,.25084922,4.6034207,-1.32065,13.39625,3.7551916,,,,0
Iceland,1975,ISL,,,,4657.3076,.21807,.14166012,2.2172163,1,0,1,0,Europe,,1.7285683,,.64615607,5.7062902,6.8060126,6.1773329,13.060835,7.4589324,5.9593625,8.8222761,6.0167232,4.8605785,5.7479186,4.2650113,2.1545658,0
Iceland,1981,ISL,-4.216397006128405,51.7932416010108,,6429.7583,.230664,.14125645,2.5901952,1,0,1,0,Europe,,1.7285683,0,4.2650113,5.7479186,4.8605785,6.0167232,8.8222761,5.9593625,2.1545658,-2.1511619,4.1291199,3.2928414,6.2705383,8.5459442,-.089729138,0
Iceland,1989,ISL,-1.795428175705317,20.7581950334485,,7653.0488,.252413,.17245491,2.9328833,1,0,1,0,Europe,,1.7285683,0,.25843614,-.089729138,8.5459442,6.2705383,3.2928414,4.1291199,1.1693718,-.22352394,-3.3738954,1.3134512,3.6088598,.11658362,4.785059,0
Iceland,2008,ISL,-24.22944775231865,12.6943942775878,,16156.79,.310884,.21799181,2.7878346,1,1,1,0,Europe,12.354897,1.7285683,63,1.9919798,9.3653259,5.2488232,6.3299966,8.0422049,2.2681398,-6.7772155,-3.4358745,1.8816065,1.2964516,4.1338491,2.080282,4.467865,1
Israel,1975,ISR,-11.87912243146033,39.3067323775359,,54741.113,3.33676,.52252895,1.7031687,1,0,1,0,MidEast,.25727093,1.2230687,,3.2428226,6.4761658,5.587461,12.146549,10.951075,12.718619,.32250381,1.0352981,5.5550857,6.2078152,1.6704438,5.3399258,2.0825009,1
Israel,1980,ISR,-3.609714317290159,131.025000335282,,60298.02,3.7446671,.41614279,1.4461,1,0,1,0,MidEast,,1.2230687,0,1.6704438,6.2078152,5.5550857,1.0352981,.32250381,3.2428226,5.3399258,2.0825009,3.3591006,.93321323,4.0369439,4.1901455,7.1397095,0
Israel,1983,ISR,-7.641971821816017,145.951530366009,,71239.969,3.9501231,.35423541,1.828769,1,1,0,0,MidEast,,1.2230687,0,3.3591006,2.0825009,5.3399258,1.6704438,6.2078152,5.5550857,.93321323,4.0369439,4.1901455,7.1397095,2.9100151,.57474089,7.3152061,0
Israel,1985,ISR,3.596231710985479,308.7931304484,,72841.719,4.082787,.37845239,1.8114246,1,0,1,0,MidEast,,1.2230687,0,4.0369439,.93321323,3.3591006,2.0825009,5.3399258,1.6704438,4.1901455,7.1397095,2.9100151,.57474089,7.3152061,7.7261119,7.7592659,0
Italy,1981,ITA,-2.416706384186739,17.9692987519672,,1108225.4,56.576504,.15058215,1.8201605,1,0,1,0,Rich,,.5263052,0,.84423006,3.4300191,5.9591532,3.24014,2.5605059,7.1253886,.41358739,1.1691948,3.2258584,2.7980816,2.8599715,3.1919606,4.1943817,0
Italy,2008,ITA,-2.795275100634589,3.34783258401023,,2178288.3,59.502384,.15981837,1.963773,1,1,0,0,Rich,,.5263052,0,-1.0503958,1.4738636,2.0065889,.94966322,1.5819421,.15131591,-5.482059,1.6865239,.57662606,-2.8190184,-1.7281593,.11366952,.92399454,0
Jamaica,1978,JAM,-.8205867495963304,34.8998015240508,56.8764086176424,12074.003,2.105664,.17641746,.56200922,0,0,1,1,Island,9.4689426,.18791036,,.54433221,-2.3788228,-6.457305,-.30567005,-3.8860459,1.2758098,-1.8417321,-5.7268057,2.5589216,1.2262146,2.2857649,-.85474777,-4.6429443,1
Jamaica,1983,JAM,-9.258367140199342,11.5821110844253,105.1167887571008,9268.1768,2.2736659,.14513072,.41334569,0,0,1,0,Island,2.7637999,.18791036,100,2.2857649,1.2262146,2.5589216,-5.7268057,-1.8417321,.54433221,-.85474777,-4.6429443,1.6829132,7.7210455,2.8852203,6.8386874,5.458127,1
Jamaica,1991,JAM,-5.897496261459625,51.0710977304313,126.3500585482533,11742.863,2.4436891,.14405765,.45867434,0,0,1,0,Island,1.4668787,.18791036,64,.87411726,5.458127,6.8386874,2.8852203,7.7210455,1.6829132,10.330941,1.9673811,.89196712,1.0292745,.31371912,-.98428386,-1.2264439,1
Jamaica,1996,JAM,-1.935396308360478,26.4066566074043,57.42441534801846,13902.603,2.5619929,.2290477,.46759275,0,1,0,0,Island,,.18791036,0,.31371912,1.0292745,.89196712,1.9673811,10.330941,.87411726,-.98428386,-1.2264439,.98876071,.69138849,1.2808309,.67488176,3.6663148,0
Jamaica,2010,JAM,-7.075644558650334,12.6095082350193,111.7015905913106,20178.752,2.81721,.22045,.39170784,0,0,0,1,Island,9.4834681,.18791036,89,-1.466231,-4.3365884,-.81168389,1.4442075,2.8990164,.89379537,1.7314314,-.62397772,.49874878,.68274349,.89262122,1.4155905,.97855729,1
Jordan,1989,JOR,9.119088261213596,25.7127192982454,181.7099852673373,14275.229,3.3950231,.33053854,.40673575,0,1,1,1,MidEast,1.8219891,.10139795,30,-10.729217,1.4621695,2.3232703,5.5046358,-2.7069502,4.2916889,-.27590036,1.6085293,14.349773,4.4802403,4.9867535,6.1863241,2.0831518,1
Japan,1997,JPN,2.162211917940721,1.74780458692133,,4308289.5,126.90263,.13605158,2.8305576,1,1,0,0,Rich,,1.4406826,0,1.0765042,3.0999334,2.7421608,.99306482,-.51791638,.84806925,-1.1287481,-.25197384,2.7795858,.40633687,.11799011,1.5282201,2.2046905,0
Kazakhstan,1999,KAZ,-1.013584574083901,8.296027653425639,40.48797619725393,80411.703,15.165574,.24256143,.41925967,0,0,1,0,MidEast,2.6672337,-.45572591,93,2.6862524,-1.8880163,1.7348768,.46483314,-8.2436275,-12.569378,9.8456707,13.546984,9.750123,9.3296738,9.5862589,9.6991014,10.705922,1
Kazakhstan,2008,KAZ,4.683777821754755,17.139899777207,93.53570177664419,254781.77,16.001177,.1424251,.85413545,0,1,0,0,MidEast,,-.45572591,0,3.2853377,8.8895226,10.705922,9.6991014,9.5862589,9.3296738,1.2102287,7.2528958,8.9008408,4.7676654,5.9532285,4.2089715,1.1538904,0
Kazakhstan,2015,KAZ,-3.260292639510474,6.67828585615241,88.49031936266182,387024.69,17.749647,.15255632,1.1005007,0,0,1,0,MidEast,,-.45572591,,1.1538904,4.2089715,5.9532285,4.7676654,8.9008408,7.2528958,1.093024,4.0302625,,,,,,0
Kenya,1985,KEN,-1.874784251018725,13.0065664218827,70.56282860317504,40295.16,19.651224,.26581976,.2081901,0,1,0,0,Africa,1.4100413,-.51176345,32,4.2746825,1.7681775,1.3655685,3.6873202,3.7649167,5.591475,7.167417,5.9230018,6.1975741,4.6950383,4.2120724,1.4076002,-.79317433,1
Kenya,1992,KEN,-2.194560024703056,27.3323644475784,87.82322298851977,49707.715,24.963953,.10780564,.18873008,0,1,0,0,Africa,1.0980234,-.51176345,17,-.79317433,1.4076002,4.2120724,4.6950383,6.1975741,5.9230018,.35978216,2.6289575,4.4051995,4.1449809,.27032137,3.3556669,2.1046579,1
Kyrgyz Republic,1997,KGZ,-7.835161369954083,23.4354278497005,78.73012620288947,11249.886,4.7056379,.36604017,.19932754,0,0,1,0,MidEast,6.0472522,-.68310827,109,9.915246,7.084507,-5.4238219,-20.085159,-15.459328,-13.837841,2.1218359,3.6557932,5.4433317,5.3216276,-.017324615,7.0302882,7.026772,1
Cambodia,1971,KHM,,,.0017538731680752,11045.308,7.1377492,.054560188,.17181629,0,0,1,0,Asia,,-.8379342,,-4.9956985,,,,,,-5.436799,-18.944082,-5.2329388,-1.3495216,0,-14.676411,0,0
"Korea, Rep.",1997,KOR,-1.939271815571349,4.43906376109768,,990107.31,46.202602,.10792105,1.7867079,1,1,0,0,Asia,6.2815123,1.0010242,52,5.9221888,7.5945063,9.5706053,9.2061434,6.8467383,6.1755071,-5.47122,11.308622,8.924427,4.5253029,7.432436,2.9332159,4.899848,1
Kuwait,1982,KWT,23.00187457517956,7.77679842690851,,61768.086,1.511314,.15773781,4.0549545,0,1,0,0,Rich,,.025175022,0,-11.749107,-18.92473,-19.410748,13.899218,7.3547697,-3.8475347,7.9384727,5.2416091,-4.2645936,8.5677128,8.1461535,-10.052618,25.892859,0
Lao PDR,1972,LAO,,,,1936.6482,2.8408411,.21014823,.0744133,0,0,1,0,Asia,,-.77295107,,3.4517264,4.9886985,,,,,8.7297668,3.6427445,6.6714749,2.9559288,-1.9943018,.99495882,-1.9981774,0
Lao PDR,1986,LAO,-6.252666102732602,,49.0149641148773,3930.0654,3.7940431,.23195221,.10873795,0,0,1,0,Asia,,-.77295107,0,4.8851347,5.0699596,7.1673188,4.6850395,7.0837417,15.331809,-1.4257929,-2.0101998,14.190637,6.7045794,4.296566,5.5598521,5.8734264,0
Lao PDR,1997,LAO,-11.79156278393604,27.5088624491449,136.4534358048275,7591.4214,5.056519,.17185622,.12517257,0,0,1,0,Asia,,-.77295107,0,6.9132524,6.8884926,7.4537864,7.7410522,5.8734264,5.5598521,3.9947202,7.2783628,5.8100014,5.7631202,6.8652205,6.2097912,7.0212908,0
Lebanon,1984,LBN,,,,14464.069,2.6672201,.67480421,.54143614,0,0,1,0,MidEast,,-.32909599,0,44.479252,22.709808,-36.78883,.54966563,3.4546475,9.4101191,24.299904,-6.7732549,16.729025,-28.208889,-42.451118,26.533159,38.200706,0
Lebanon,1990,LBN,,,51.63708494007565,10469.172,2.703016,.50725454,.36195263,0,1,1,0,MidEast,,-.32909599,0,26.533159,-42.451118,-28.208889,16.729025,-6.7732549,24.299904,38.200706,4.4999385,6.9979615,8.0031548,6.5349493,5.1365032,-2.2867861,0
